recall_score,higher_edu,far_from_uni,adhd,low_focus,text_complexity,age,reads_often,not_tired
55.45224569281788,1,0,0,0,36.79737347083838,28,0,1
35.59688953439827,0,0,0,0,14.985951760447037,19,1,0
57.993281246430875,1,1,1,1,60.90290096567831,42,0,1
63.35337932697044,1,0,0,1,66.32538779741535,28,1,0
42.80001808314233,0,0,0,0,37.93951713525409,29,0,1
33.81085043149426,0,1,1,1,45.10962117299119,36,1,0
52.34844083152814,0,0,0,0,48.78802180294714,23,1,1
58.3486652954315,1,1,0,0,53.53977404024246,35,0,0
44.12974571102727,0,1,0,0,42.377682238585415,18,0,1
55.612319630247775,0,0,0,0,80.63572045951909,19,0,1
58.70890728176608,1,0,0,0,28.458492160593465,35,1,1
59.12880882106833,1,1,0,0,32.594224552865555,27,0,1
76.98329238687388,1,0,0,0,80.60581012753134,34,0,1
48.919629828473866,0,0,0,0,58.037633592069795,24,0,1
41.75162445239872,0,0,0,0,40.61571028541505,32,0,0
42.14672952034573,0,0,0,0,35.18085223876593,27,1,0
48.93505046059898,0,0,0,0,44.217481346189736,31,0,1
60.43421920208961,1,0,0,1,56.29054709494562,18,0,1
58.17756395006545,1,1,0,0,30.005374877515045,26,1,1
46.007372652235055,1,0,0,0,17.37869585742216,35,0,0
60.959322329261184,1,1,0,1,61.874882011122196,32,1,0
47.69433739666125,0,0,0,0,34.99931055322798,30,1,1
49.95721245895399,1,1,0,1,46.239039238394646,29,0,0
43.90180807096748,0,0,0,1,70.01410825534379,27,0,0
47.98444622488319,0,0,0,0,51.91587092224487,35,1,0
33.541620852105126,0,0,1,1,40.51877081889498,35,0,1
43.18814553574434,0,0,0,0,32.74861010760958,23,1,0
46.3144568983147,0,0,0,0,31.95240954961757,29,1,1
38.382600566117475,0,0,1,1,56.347289140739,21,1,0
51.81599199931338,1,0,0,1,42.39808268340482,27,1,0
63.50962359507324,1,0,0,0,55.36933449318685,15,1,0
34.192683086831664,0,0,0,1,30.96145854248048,42,0,1
48.36750036913298,0,0,0,0,36.35237918243501,24,1,1
42.01574267378575,1,1,1,1,32.90453108159824,33,1,0
48.76310395868387,0,0,0,0,54.68298437441701,28,1,0
35.07896657790786,0,0,0,1,28.182359089391678,38,1,0
38.62555146639724,0,0,0,0,39.8514983151067,37,0,0
56.04370402297617,1,1,0,0,36.25760362733917,31,1,0
27.2732515835647,0,0,0,1,19.881533984104152,22,0,0
44.940015230477094,0,0,0,0,57.28309666835504,28,0,0
77.11578461561062,1,1,0,0,71.8599302525619,40,1,1
38.04987118763149,0,1,1,1,52.156967449328135,29,1,0
39.21403091299315,0,0,0,0,25.295333521543775,27,0,1
60.69444201027866,1,0,0,0,40.92240786745016,16,1,1
69.42250219038543,1,1,1,1,79.75760310732304,27,1,1
74.25420557671427,1,1,0,0,73.06237108269646,30,0,1
59.594560823788626,1,1,0,0,52.66049555926842,27,0,0
57.29433910070461,1,1,0,1,47.38921973562177,31,0,1
63.24806808984687,1,1,0,0,65.71630008437927,28,0,0
47.393226092685204,0,0,0,1,72.10573152380736,29,0,1
36.149965276100765,0,1,0,0,16.480514449714768,34,0,1
41.504679636284614,0,0,0,1,51.33165906159232,38,1,0
50.34941621649663,1,0,1,1,41.943569786807274,35,1,1
59.63787107094624,1,0,0,0,46.21042813310046,33,0,1
30.939631589348036,0,0,1,1,36.89581908520077,33,0,1
35.94363454040883,0,0,0,0,18.677234490057476,16,1,0
51.98995951562102,1,0,0,1,35.04901205256422,37,0,1
62.37494542969856,1,1,0,0,53.66557763735078,32,1,0
61.70395577753525,1,0,0,0,44.40697068475576,30,0,1
61.18166108292434,1,1,0,0,43.57801202328041,26,0,1
62.15044096855249,1,1,0,0,59.699551997081265,28,0,0
62.91785489869305,1,0,0,1,67.55447805680691,35,0,1
67.08543628154945,1,1,0,1,77.43492112795794,33,0,1
41.0973243814612,0,0,0,1,49.29899354239288,31,1,0
39.26053666836577,0,0,1,1,73.60466851831671,36,0,0
71.18892650828083,1,1,0,0,64.1389182489789,37,0,1
56.5250927577368,1,1,0,0,43.08606884857623,37,0,0
60.99305842904739,1,1,0,1,49.36769296957835,19,1,1
33.80627497719303,0,0,1,1,44.529002239592906,33,0,1
32.69357749783805,0,0,1,1,52.29298375087212,26,0,1
62.18566951649447,1,0,0,0,34.87907180766499,27,1,1
47.873473505377184,0,0,0,1,53.30444833176353,30,1,1
52.98780541655739,1,1,0,1,40.022309610617555,31,1,0
48.72881048758505,0,0,0,0,55.71387034640123,39,0,1
60.83286350030995,1,1,0,0,48.65606161543718,40,0,1
42.35883076817333,0,0,0,1,50.15187538028096,33,1,0
51.17589054144357,1,1,0,1,37.40888649942295,32,0,1
49.76473766697089,0,0,0,0,46.669729010775654,27,1,0
40.61667416316884,0,0,0,1,42.05166214532879,24,0,1
44.037226759373475,0,0,0,0,40.35277898388254,36,0,1
39.11923229092194,0,0,0,0,29.2290329225164,24,0,1
55.52683104976141,1,1,1,1,58.93264496325597,19,1,0
63.70319724985416,1,1,0,0,53.882398998893294,24,0,1
52.029950647706286,1,0,0,1,35.98616900419065,34,0,1
34.049089886654535,0,0,1,1,47.41061338147045,41,0,1
57.4237444665078,1,1,0,1,52.784678603055774,35,1,0
51.66210676883812,1,1,0,0,40.5261638065826,28,0,0
52.00808239208113,1,1,0,1,39.099630126830775,27,1,0
56.04807195761173,1,1,0,0,34.89750148833918,46,1,0
39.988834901815245,0,0,0,1,47.29340530057654,26,0,1
55.851896055268355,1,0,0,1,50.61313660519594,35,1,0
39.24485395202026,0,1,0,0,28.683858647076622,31,0,1
61.752191587600514,1,0,0,0,45.454837245730225,28,0,1
55.7386753597759,1,1,0,0,39.46654310865794,26,1,0
46.2289280054905,1,1,0,1,36.5662147264528,20,1,0
52.72524858785049,1,0,1,1,54.60157842749044,29,1,0
31.59763159774533,0,0,0,1,40.83515102441223,40,0,0
45.93910536522062,1,1,1,1,32.95781759017558,27,0,1
50.06453628715274,0,0,0,0,54.99273796666102,35,1,0
54.337821200298286,0,0,0,0,55.604290722695275,34,1,1
33.76113912541422,0,0,0,1,22.292169276488117,36,0,1
46.7697031533525,0,0,0,0,48.25631633719278,38,0,1
49.20304232809754,0,0,0,0,60.11840247078825,47,1,0
67.76948402653554,1,1,0,0,64.6190871136748,33,0,1
35.90994748021169,0,0,1,1,50.6238028775376,41,0,1
58.276924945523476,1,1,0,0,39.385405701565745,28,0,1
62.85364701349111,1,1,1,1,66.77051859362251,30,1,1
46.023056876987894,0,1,0,0,66.77913559520513,31,0,0
42.80591498028366,0,0,0,0,39.693720638305564,20,1,0
50.6799014973934,0,0,0,0,64.87560353643578,23,0,1
63.83810665962325,1,1,0,0,56.843271894730016,17,0,1
45.21936890576291,0,0,0,0,69.83185058885363,15,0,0
51.948971468748844,1,1,0,1,44.94291836448363,26,1,0
59.381654630448004,1,1,0,0,42.69938416101627,39,0,1
59.128999577216234,1,1,0,0,49.102510721882346,33,0,0
47.90436064126025,1,1,0,0,27.659249132329233,30,0,0
51.606427206433615,1,0,0,0,21.861780313454073,30,0,1
55.06288142291861,1,0,0,1,52.31329044051061,30,1,0
54.51888486391111,1,0,1,1,61.92458626097822,35,1,0
62.04496630129664,1,1,0,1,66.71430859173583,30,0,1
72.24942093895496,1,0,0,0,68.7632622924782,38,1,1
44.18923656093657,0,0,0,1,60.89664133258552,32,0,1
30.706453654229172,0,0,0,1,25.68083754732289,34,0,0
34.730907635050286,0,0,0,1,26.940293711349703,37,1,0
71.90144109855038,1,0,0,1,89.76395095476943,32,1,0
49.16957307956376,1,1,1,1,46.98014726865254,22,1,0
71.78869723541668,1,0,0,0,60.60678713351387,24,1,1
38.00469249807359,0,0,0,1,35.428742675421795,28,1,0
56.39140884718626,1,0,0,1,50.06357354699319,32,1,0
65.67354515622,1,0,0,0,75.64198196891913,54,0,0
63.85355355116929,1,0,0,0,45.112530771599126,32,1,1
54.2596974494495,1,0,0,1,44.6972575937826,34,1,0
51.1517841087409,0,0,0,0,64.30470213934746,30,0,1
47.788990997451016,0,1,0,0,49.758019628545334,41,0,1
37.50014172670154,0,0,0,0,30.918007608144062,25,0,0
65.49359721159738,1,1,0,0,63.534061866322304,24,1,0
42.97345594034587,0,1,0,0,36.69330473417085,28,0,1
25.738348379709077,0,1,1,1,17.444046546894107,28,0,1
51.46589778920451,1,0,0,1,44.696217589578104,28,0,0
75.33900747445439,1,1,0,1,85.66263853150667,34,1,1
40.812463080607664,0,0,0,0,30.900375494054025,40,0,1
35.64247856791112,0,0,0,0,27.349315103779425,39,0,0
38.090988861280145,0,0,1,1,41.026692945644086,29,1,1
42.7635812504604,0,0,0,1,45.68242689084746,33,1,0
40.57791797891928,0,0,0,1,37.481458651819906,20,1,1
24.107993562049977,0,0,1,1,32.27580966915943,25,0,0
57.57583187470025,1,1,0,0,33.55152244640493,25,1,0
38.59188200025953,0,0,1,1,67.4118526287715,18,1,0
41.81338570482696,0,0,0,1,55.52525291937296,25,1,0
34.59165902297243,0,0,1,1,37.98823093142737,15,1,1
57.36681839656539,1,1,0,0,34.70206147757969,34,0,1
72.48803937951845,1,1,0,0,73.32459462267293,35,0,1
66.74204115004459,1,0,0,0,59.52197579825326,31,1,0
53.45529932713996,0,0,0,0,61.32960971847699,20,1,1
49.01901400781041,0,0,0,0,57.742572931334585,29,0,1
65.58792604335254,1,1,0,0,56.32997587654371,21,1,0
39.48701120983395,0,1,0,0,38.52775649464945,37,0,0
46.86860880090737,0,0,0,0,64.14227426381754,38,0,0
61.8050613141722,1,0,0,1,57.57869851401775,29,1,1
70.24254346639893,1,1,0,0,57.9299084032083,27,1,1
36.65401477154819,0,0,0,1,39.62716924272095,25,1,0
30.32492854436771,0,0,1,1,46.14905909696182,21,0,0
57.440152032348855,1,1,0,1,39.89604843812618,33,1,1
34.95307029686811,0,0,1,1,62.42479665770875,35,0,0
43.84339177541821,1,0,1,1,36.813898310408874,30,0,0
35.43142367996491,0,1,1,1,45.460971815327675,29,0,1
51.427542278843816,0,0,0,0,63.30394442813868,36,1,0
45.773218117463365,1,0,0,1,37.43635245504912,26,0,0
45.35014418059222,0,0,0,1,65.72361480007162,28,1,0
22.870551995408764,0,1,1,1,21.44828937625083,21,0,0
79.14654978637685,1,1,0,0,88.18579407591685,28,0,1
39.66030106816489,0,0,1,1,67.72789659123576,39,0,0
56.6252373974509,1,0,0,1,49.60869211120736,31,1,0
76.52816907713562,1,0,0,0,71.43024664528093,32,1,1
43.57069204299501,0,0,0,1,51.11116238162808,38,1,0
61.135514861388266,1,0,0,0,48.24313936947934,18,0,1
52.43930778645428,1,0,0,1,40.521427352380584,27,1,0
54.53522502478243,1,0,0,1,48.40941855396711,37,1,0
54.25290778320676,1,1,0,0,44.918548660432414,22,0,0
39.58371827838246,0,1,0,0,47.13840659383012,46,0,0
52.6860479466657,0,0,0,0,68.59826483747152,22,0,1
46.549643042600785,0,0,0,0,33.92142711787514,18,1,1
62.376326461187936,1,1,0,0,68.9320305576216,15,0,0
40.14611374046211,0,0,0,0,29.341771118402793,41,0,1
63.05684520704571,1,1,0,1,57.49268413155644,30,0,1
66.77363646755839,1,0,0,0,53.26541578689657,46,1,1
47.23367829465368,1,1,0,1,37.502206749701244,27,0,0
59.55735782787568,1,0,0,0,55.95378408592692,45,0,0
50.48916331627138,0,0,0,0,74.27424878520205,29,0,0
47.539668861028645,1,1,0,1,41.09481645674356,15,1,0
51.73944341680183,0,0,0,0,55.653797268534454,15,1,1
66.54149118948584,1,0,0,0,51.85044644953763,26,1,1
56.2532290226688,0,0,0,0,75.99605180307313,37,0,1
47.13059603874939,0,0,0,0,50.11218897629276,15,1,0
50.8922132700382,1,1,1,1,54.642720881387824,32,0,0
27.48059224430773,0,0,1,1,27.496262028278526,28,0,0
72.3987998912179,1,1,0,0,77.88353586503403,19,1,0
40.51908249878978,0,0,0,1,44.1367718956233,23,1,0
46.7794662899248,0,0,0,1,53.482322543275885,23,1,1
65.3924977826677,1,0,0,0,57.79486194083799,30,1,0
53.32724317069137,1,1,0,0,47.619098295774776,15,0,0
46.79785318214493,1,0,1,1,40.08820455206566,33,1,0
61.63010473125505,1,1,0,0,38.967329001811464,39,1,1
41.71643964605447,0,0,0,1,49.40223184093162,32,1,0
55.2484056955303,0,0,0,0,71.33991570324599,27,0,1
30.458654206973296,0,0,0,1,32.537987115200394,25,0,0
39.4105975288159,0,1,0,1,57.27093387587787,29,0,0
45.036362350760506,0,1,0,0,48.79871819709683,15,0,1
44.63535636972942,1,1,1,1,42.23975223017624,24,1,0
50.966907114852276,0,0,0,0,60.75815529094993,39,1,0
37.65876430912637,0,0,1,1,73.7293674525809,40,0,0
48.07393108921933,1,0,0,1,25.72203781110275,37,1,0
52.238176974204286,0,0,0,0,51.26208448357794,39,1,1
68.58320030983876,1,0,0,0,70.24415731525048,21,0,1
45.565279688472,0,1,0,0,38.094364796361056,33,1,0
54.2759565236131,1,0,0,1,51.01064221275014,48,0,1
69.60346152143705,1,1,0,0,70.84236167801807,40,1,0
45.824346007700385,0,0,1,1,65.36034133858931,31,1,1
50.9471354949818,0,0,0,0,63.605057616221686,25,0,1
65.20376435408544,1,1,0,0,55.04504445278521,31,1,0
77.3832991620247,1,1,0,0,81.1096752765829,23,0,1
67.9253397249393,1,1,0,0,55.86473510418902,24,1,1
55.986266596924,1,1,0,1,49.05779078121973,32,1,0
40.505281913126055,0,0,0,1,61.86228778069727,37,0,0
60.761913846582495,1,0,0,0,42.17071224067614,18,0,1
37.020325347821405,0,0,1,1,56.76626618185436,33,0,1
55.62058423060297,0,0,0,0,74.25193906015777,30,0,1
34.31167093840447,0,0,0,0,41.043195185562226,33,0,0
32.83536665892597,0,0,1,1,38.7604028861202,25,1,0
33.79263973954323,0,0,1,1,45.443026719226914,27,1,0
36.54584818783876,0,0,0,0,32.18971815429183,42,0,0
69.099395019594,1,0,0,0,56.12386202890765,18,0,1
62.45340483101019,1,1,0,0,49.07179709902987,32,0,1
35.97985329067149,0,0,1,1,31.59273609395275,28,1,1
58.48115078520716,1,1,0,0,26.65426897905636,29,1,1
50.31838850339374,1,1,1,1,44.66810254345826,30,1,0
43.003228549053354,1,1,1,1,39.18222342255133,32,0,0
71.45163626927537,1,1,0,0,56.67185006422579,32,1,1
54.5808015679381,1,1,0,1,51.44401633958422,44,1,0
44.437478973811494,0,0,0,0,53.13084891429925,54,0,1
35.23823685145645,0,0,0,0,20.20771024175444,18,1,0
58.897946648692056,1,0,0,0,59.012694661354324,47,1,0
45.72661219079953,1,1,0,1,33.97065485981176,26,0,0
62.74036704089445,1,0,0,0,65.03089463020656,38,0,0
49.91142692549785,0,0,0,0,58.310149616580055,16,0,1
49.804435604323444,0,1,0,0,60.05688924098274,39,0,1
46.25237824009634,1,0,0,0,9.416250230594464,31,0,1
41.14662059011427,0,0,0,1,48.051069720696034,35,0,1
40.12019110935611,0,1,0,0,32.178271777798145,15,1,0
56.891478624920786,1,1,0,1,51.948142718464375,40,0,1
50.41490255572827,1,1,0,0,34.814477973764326,40,0,0
66.75894030698889,1,0,0,0,58.34743015390952,28,0,1
73.18661065618379,1,0,0,0,75.56951833142686,27,1,0
64.61674846976364,1,1,0,0,51.95458930546704,24,1,0
50.790485582782864,0,0,0,0,62.42653082660544,18,1,0
69.42252324527104,1,0,0,0,59.558689520245316,28,1,1
62.833659430594885,1,1,1,1,62.38491788973743,37,1,1
52.77688451423989,1,1,0,1,50.199890505301006,42,1,0
43.05388613292574,0,0,0,0,29.03400128563783,31,0,1
54.330053986771965,1,1,0,1,50.364479381208064,15,1,0
65.09327020752399,1,1,0,1,71.12127970563009,30,1,0
64.53644992412214,1,1,0,0,55.22269658293937,27,0,1
51.22334158993298,1,1,0,0,27.01141765500151,36,1,0
71.78345194558393,1,1,0,0,70.88370891720731,37,0,1
62.9188115643493,1,1,0,0,64.92073940283267,31,0,0
45.53966103969499,0,0,0,0,46.36883618888835,27,0,1
40.49733538433673,0,0,0,0,32.94536192373474,35,1,0
58.58949752854952,1,1,0,0,45.83705531822585,32,0,0
72.88999363863768,1,0,0,0,74.80452495655754,30,0,1
66.8860486003759,1,1,0,0,66.76038216414588,23,0,1
45.92993254598503,0,1,0,0,49.356212192573174,35,0,0
30.86159589687349,0,1,1,1,34.88164768109998,30,0,1
71.65837155512584,1,1,0,0,77.39872833045445,38,1,0
55.23629949670022,1,0,0,0,43.492853749024256,24,0,0
49.08709002908409,1,1,1,1,40.26976395521357,22,1,1
65.96778646232922,1,1,0,0,60.234463724199465,21,1,0
47.8443751889777,1,1,1,1,41.07664161489923,19,1,0
68.92589620860504,1,1,0,0,51.14980188437503,30,1,1
51.85098525323295,1,1,0,0,39.814288563059534,40,0,0
34.82528280189788,0,0,0,1,30.97228799110647,32,0,1
71.56439943886366,1,0,0,0,67.33653151051482,28,1,0
37.6768838270292,0,0,1,1,67.90911278355361,39,0,0
67.45922043711653,1,1,0,0,52.105975282619596,28,1,1
45.66501095322733,0,0,0,1,69.97349937659779,28,0,1
50.48029615041681,1,0,0,1,52.26013471141638,33,0,0
51.79242202235593,1,1,0,0,36.61389468581268,26,0,0
67.41992025954374,1,1,0,0,58.25013016144672,17,1,1
66.78854341287807,1,1,0,0,48.527313205870854,46,1,1
43.64205126029644,0,0,0,0,43.07474190334246,15,1,0
49.07764639324916,1,0,1,1,52.48029219715829,35,1,0
53.598510854537714,1,0,0,1,56.4165126620043,30,0,0
60.14799478864466,1,1,0,0,39.56986047420268,32,0,1
52.93752199868739,0,0,0,0,69.99281604705118,43,0,1
59.78990215378372,0,1,0,0,77.58223587823372,26,1,1
66.87313081157326,1,1,0,0,61.310381289547664,39,1,0
63.08052589855704,1,0,0,1,68.27519439426356,21,1,0
52.740712851725185,1,1,0,0,38.66371496143721,22,0,0
57.30887312197279,1,0,0,1,60.44779552333581,38,0,0
44.61233136235705,0,0,0,0,46.392242134909914,15,1,0
65.09284336302841,1,1,0,1,67.5379780049803,25,0,1
66.9590136637855,1,1,0,0,45.498104597536965,29,1,1
51.221432360987684,0,0,0,1,73.72325382124698,32,0,1
70.68411844067934,1,0,0,0,56.695256330079566,40,1,1
34.728287339113876,0,0,1,1,49.28966868965148,43,0,1
64.17210301556155,1,0,0,0,51.60962563797584,24,0,1
58.9361603399198,1,1,0,0,41.07265063343169,37,0,1
62.219321570415715,0,1,0,0,87.21067424046085,15,1,1
49.52926686962658,0,0,0,0,59.41934244688356,19,1,0
40.96660267053046,0,0,1,1,70.3835755203769,42,0,1
62.34973240833913,1,0,0,0,41.16056711607089,39,1,1
51.93294807378413,0,0,0,0,82.45598547492253,30,0,0
47.04803629849844,0,0,0,0,61.613388836499496,30,0,0
50.41740491465202,1,0,0,1,50.07636056757813,19,0,0
68.96941234564027,1,0,0,0,64.57814209340697,19,0,1
41.55171191262899,0,0,0,0,43.723813056358054,25,0,0
43.809023206372686,0,0,0,0,53.81084508536271,40,0,0
49.820550186857986,0,1,0,1,79.19677629301174,32,1,0
37.74512250952383,0,0,0,0,42.35488858402751,17,0,0
57.53537755396335,0,0,0,0,81.91966457581674,27,0,1
48.93126662012379,0,0,0,0,61.025962555055436,22,0,1
58.5071288334256,1,0,0,0,34.36196667064218,35,0,1
45.879496102013405,0,1,0,0,55.406138093712585,37,0,1
45.17669735000101,0,0,0,0,58.56821793291604,30,0,0
46.978001001774345,0,1,0,0,50.15221686528814,22,1,0
57.14975192479916,1,0,0,0,42.913284569608116,32,1,0
63.367649207729166,1,1,0,0,45.25128753356308,27,1,0
67.31950163040462,1,0,0,0,65.68018172295866,34,1,0
47.32502231914145,1,1,0,0,14.583432983866814,32,1,0
50.117983752550614,0,0,0,0,58.994059189881,18,1,0
44.33644577982535,0,0,0,0,46.309701764548336,29,0,1
50.150212452708125,1,1,0,1,51.98073673040863,44,0,0
41.7636076347805,0,0,0,1,50.39737549983155,36,0,1
41.28410228432344,0,0,1,1,68.29251240620877,23,1,0
58.5088392712055,1,1,0,0,28.24470699711628,25,1,1
49.769950161996704,0,1,0,0,55.160024502332305,27,1,0
56.42361743521272,1,0,0,0,33.853025118900064,40,0,1
43.83909883285022,0,0,0,0,44.36398579635193,50,1,0
64.11309911621677,1,1,0,0,50.183929922526104,28,1,0
42.680658680160086,0,0,0,1,44.654925555361636,19,1,1
83.46516676399808,1,1,0,0,87.23932970705674,38,1,1
71.6293429627612,1,1,0,0,68.32802677811809,32,0,1
64.1650168523301,1,0,0,0,42.26520875992955,40,1,1
65.28045729886566,1,1,0,0,48.30462512343275,16,1,1
56.295535447909614,1,0,0,0,34.16538238368192,37,0,1
46.582858213769526,0,0,0,0,51.280740136317874,18,0,1
61.023511622064305,1,0,0,0,53.69872080689171,39,1,0
60.54174682414694,1,0,0,1,61.095356572942464,22,0,1
70.56734196384777,1,1,0,0,69.66332430766116,26,0,1
47.1389218403959,1,1,0,0,28.401158548463727,38,0,0
63.16693773926382,1,0,0,0,38.68210712626724,23,1,1
37.614878757549214,0,0,0,1,41.63085174791224,27,0,1
49.73930878799456,1,1,0,0,32.348009836179415,34,0,0
51.50287081244244,1,0,1,1,56.71387070690796,15,1,0
39.337044438078756,0,0,0,0,40.160442139032845,33,0,0
41.869514971585616,0,0,0,0,48.63279537508832,24,0,0
36.80130562374492,0,0,0,0,28.588026070045075,25,0,1
39.83804035311897,0,0,1,1,54.96840161514214,25,1,0
56.84990342274517,1,0,0,1,62.11022259945344,15,0,0
44.08416718961671,0,0,0,0,55.88062054215659,22,0,0
65.5358734535887,1,0,0,0,63.32760333289573,23,0,1
60.57894972257371,1,0,1,1,56.55556297573334,36,1,1
46.75962013609448,0,0,0,0,50.23879304886063,21,0,1
37.39206997427656,0,1,1,1,37.69165404991189,31,1,1
54.0869787022139,1,1,1,1,67.71819774427291,15,1,0
46.329490256261636,0,0,0,0,35.93912930058755,20,1,1
48.20352830054994,0,0,0,0,45.00890233492848,15,1,1
31.099922911840828,0,1,0,1,34.06253071809056,26,0,0
38.929696052051916,1,1,0,1,22.5521710727434,21,0,0
69.71603812748099,1,1,0,0,72.52264902144283,32,1,0
53.19505196772904,0,0,0,0,64.78375625132021,31,0,1
60.87736110318182,0,0,0,0,92.60914914481941,23,1,1
36.502768116120215,0,0,1,1,50.22565560688145,31,1,0
47.49976015832041,0,0,0,0,31.60277345970784,26,1,1
50.86769059035217,1,0,0,0,36.34601760155215,38,0,0
38.370871328253955,0,0,0,1,46.11193914984466,22,0,1
46.64677531881949,0,0,0,0,45.641820478549306,26,1,0
35.41923633859419,0,0,0,0,29.02632630881862,20,0,0
49.92357818946561,0,0,0,1,62.225969679194435,25,1,1
60.23624851086265,1,1,0,0,41.547758606551646,29,0,1
42.91699506749595,0,0,0,0,47.2173630247061,18,0,0
38.02288426889904,0,0,0,1,48.51217669070703,15,0,1
46.0992370832705,0,0,0,0,45.36471191667565,34,1,0
65.46349586539074,1,1,0,1,59.900987492810685,25,1,1
38.0983672815932,0,0,1,1,56.978596955329834,37,0,1
47.413482068276906,1,0,0,0,19.73930526894548,41,1,0
59.711107147687486,1,1,0,1,64.49134191635873,27,1,0
38.16222549520552,0,0,1,1,59.391843654631785,23,1,0
56.54731622961879,1,0,0,0,31.88117267331911,25,1,0
74.51330652427049,1,1,0,0,72.36222678253898,44,1,1
58.20008595389386,1,1,0,0,46.12915750612681,22,0,0
73.34880596787683,1,1,0,0,85.15597954229521,42,1,0
67.84830027343409,1,1,0,0,61.51182342267991,31,1,0
58.24234492961223,1,0,0,1,48.387920866418014,38,1,1
68.38239511177879,1,1,0,0,58.23444451219133,38,1,1
