recall_score_1,recall_score_0,higher_edu_1,higher_edu_0,ind_type
55.43443029008271,41.760471778189775,1,1,Always taker
60.90201441816554,45.827019155659315,0,0,Never taker
54.505700008029635,39.90979359685936,1,0,Complier
51.01929807204208,34.306402156022514,0,0,Never taker
57.346172555658384,40.90145150242062,0,0,Never taker
62.73745812632942,45.42599651853197,1,0,Complier
62.48428327336263,50.25332054606101,1,0,Complier
56.03795164265906,38.91249654181866,1,1,Always taker
64.42447658667719,52.95510008165345,0,0,Never taker
61.74776174235381,46.59997263607455,1,0,Complier
55.216824417135975,41.63563278278483,0,0,Never taker
54.67007490194233,38.404431143499856,1,1,Always taker
50.90168530110302,36.44343830472993,1,0,Complier
51.0788974805503,37.301365928478376,1,1,Always taker
64.25668340945423,49.42025649830694,1,1,Always taker
61.559378613936815,42.372248733927364,0,0,Never taker
55.45224569281788,42.61697507104408,0,1,Denier
49.97178703725523,35.59688953439827,0,0,Never taker
57.993281246430875,38.23879729383241,1,0,Complier
63.35337932697044,46.09256151919065,1,1,Always taker
59.08525204623749,42.80001808314233,0,0,Never taker
49.657959603375275,33.81085043149426,0,0,Never taker
65.35693641742029,52.34844083152814,0,0,Never taker
58.3486652954315,42.78519968328375,1,0,Complier
55.62222673939522,44.12974571102727,0,0,Never taker
73.78387160950402,55.612319630247775,0,0,Never taker
58.70890728176608,44.854431391994574,1,1,Always taker
59.12880882106833,41.818678464068086,1,0,Complier
76.98329238687388,58.56054362348639,1,1,Always taker
67.21132561264797,48.919629828473866,0,0,Never taker
53.175762268011695,41.75162445239872,0,0,Never taker
56.201083059704835,42.14672952034573,0,0,Never taker
61.262089783470486,48.93505046059898,0,0,Never taker
60.43421920208961,40.32781108454011,1,1,Always taker
58.17756395006545,45.53999087442342,1,0,Complier
46.007372652235055,33.2802011548547,1,1,Always taker
60.959322329261184,45.960007929457575,1,1,Always taker
60.474576727470506,47.69433739666125,0,0,Never taker
49.95721245895399,34.99300598255543,1,1,Always taker
58.117007554392394,43.90180807096748,0,0,Never taker
64.30580692266885,47.98444622488319,0,0,Never taker
46.0184498519536,33.541620852105126,0,0,Never taker
54.43211703580374,43.18814553574434,0,0,Never taker
58.99647242963256,46.3144568983147,0,0,Never taker
52.126117333550006,38.382600566117475,0,0,Never taker
51.81599199931338,38.24271602540514,1,1,Always taker
63.50962359507324,46.48790186654841,1,1,Always taker
45.731692165554826,34.192683086831664,0,0,Never taker
60.74491833147794,48.36750036913298,0,0,Never taker
42.01574267378575,30.68583293093234,1,0,Complier
61.985525103486836,48.76310395868387,0,0,Never taker
45.35468548529199,35.07896657790786,0,0,Never taker
54.48239131956031,38.62555146639724,0,0,Never taker
56.04370402297617,45.29889681961932,1,0,Complier
41.514317069151026,27.2732515835647,0,0,Never taker
61.115208880037265,44.940015230477094,0,0,Never taker
77.11578461561062,58.20465435879993,1,1,Always taker
51.95434580554635,38.04987118763149,0,0,Never taker
53.8080226329907,39.21403091299315,0,0,Never taker
60.69444201027866,48.923942245045595,0,1,Denier
69.42250219038543,49.50316214516876,1,1,Always taker
74.25420557671427,53.739355772868315,1,0,Complier
59.594560823788626,45.12086945524726,1,1,Always taker
57.29433910070461,39.251772342861116,1,0,Complier
63.24806808984687,46.806682022067925,1,1,Always taker
67.28011787793906,47.393226092685204,0,0,Never taker
48.233900774801754,36.149965276100765,0,0,Never taker
54.21539836681371,41.504679636284614,0,0,Never taker
50.34941621649663,37.74448676022735,0,1,Denier
59.63787107094624,46.19761305889597,1,1,Always taker
46.00808313600625,30.939631589348036,0,0,Never taker
46.808455030117585,35.94363454040883,0,0,Never taker
51.98995951562102,35.44869812778752,1,1,Always taker
62.37494542969856,49.41166008578703,1,1,Always taker
61.70395577753525,45.38707531869103,1,1,Always taker
61.18166108292434,45.14638883831149,1,0,Complier
62.15044096855249,49.309165630261084,1,0,Complier
62.91785489869305,45.67399247545644,1,1,Always taker
67.08543628154945,46.372633428553996,1,0,Complier
54.32775414922467,41.0973243814612,0,0,Never taker
55.44786715379102,39.26053666836577,0,0,Never taker
71.18892650828083,52.5671985493081,1,0,Complier
56.5250927577368,41.98491338662854,1,0,Complier
60.99305842904739,43.39475940835204,1,0,Complier
52.40542878501381,33.80627497719303,0,0,Never taker
52.192022551308604,32.69357749783805,0,0,Never taker
62.18566951649447,48.039820364361645,1,1,Always taker
62.25378588206976,47.873473505377184,0,0,Never taker
52.98780541655739,38.468020566137255,1,1,Always taker
64.08209581171306,48.72881048758505,0,0,Never taker
60.83286350030995,47.71872169920298,1,0,Complier
56.860191944555616,42.35883076817333,0,0,Never taker
51.17589054144357,38.57660125261978,1,0,Complier
60.76941762141182,49.76473766697089,0,0,Never taker
52.212162583173,40.61667416316884,0,0,Never taker
58.09352634682582,44.037226759373475,0,0,Never taker
54.143659532155304,39.11923229092194,0,0,Never taker
55.52683104976141,40.43669282826518,1,0,Complier
63.70319724985416,46.05728434433956,1,0,Complier
52.029950647706286,38.09140279173787,1,1,Always taker
49.9737006533635,34.049089886654535,0,0,Never taker
57.4237444665078,40.90740323025871,1,1,Always taker
51.66210676883812,40.483071310893926,1,0,Complier
52.00808239208113,36.45622232475018,1,0,Complier
56.04807195761173,42.34226829245262,1,1,Always taker
53.88322951081985,39.988834901815245,0,0,Never taker
55.851896055268355,42.22346646983174,1,1,Always taker
57.82114500708292,39.24485395202026,0,0,Never taker
61.752191587600514,44.08752703720174,0,1,Denier
55.7386753597759,45.32694974774038,1,1,Always taker
46.2289280054905,36.84373891306133,1,0,Complier
52.72524858785049,34.93220055121889,0,1,Denier
47.912313868375286,31.59763159774533,0,0,Never taker
45.93910536522062,29.112563992674325,1,0,Complier
61.66866859458198,50.06453628715274,0,0,Never taker
72.29657443071326,54.337821200298286,0,0,Never taker
44.43438514293102,33.76113912541422,0,0,Never taker
63.19935287914035,46.7697031533525,0,0,Never taker
60.13819474551897,49.20304232809754,0,0,Never taker
67.76948402653554,50.80342077198717,1,0,Complier
54.28943623947362,35.90994748021169,0,0,Never taker
58.276924945523476,42.290890319758,1,0,Complier
62.85364701349111,46.90306975041444,1,1,Always taker
65.53426719136753,46.023056876987894,0,0,Never taker
55.94502638549976,42.80591498028366,0,0,Never taker
68.41923142353349,50.6799014973934,0,0,Never taker
63.83810665962325,48.61466964228431,1,0,Complier
64.24631967582323,45.21936890576291,0,0,Never taker
51.948971468748844,38.700165826275,1,0,Complier
59.381654630448004,44.27709618572339,1,0,Complier
59.128999577216234,41.91483754505069,1,1,Always taker
47.90436064126025,34.76632546028852,1,0,Complier
51.606427206433615,38.34168841083776,1,1,Always taker
55.06288142291861,41.394749454335034,0,1,Denier
54.51888486391111,41.07018214902866,0,1,Denier
62.04496630129664,48.66773699151705,1,0,Complier
72.24942093895496,57.13672128831914,0,1,Denier
60.60219216828072,44.18923656093657,0,0,Never taker
40.50273042682088,30.706453654229172,0,0,Never taker
46.11863267059597,34.730907635050286,0,0,Never taker
71.90144109855038,50.79105262126233,1,1,Always taker
49.16957307956376,35.808014836274474,1,1,Always taker
71.78869723541668,59.36576567200571,0,1,Denier
50.836773936526285,38.00469249807359,0,0,Never taker
56.39140884718626,41.573321988304095,0,1,Denier
65.67354515622,44.409325716472104,1,1,Always taker
63.85355355116929,51.06486102664592,0,1,Denier
54.2596974494495,38.602019923485166,0,1,Denier
68.06604374770724,51.1517841087409,0,0,Never taker
63.93412891461557,47.788990997451016,0,0,Never taker
50.202605490364896,37.50014172670154,0,0,Never taker
65.49359721159738,50.95454353589069,1,1,Always taker
58.977095637459186,42.97345594034587,0,0,Never taker
37.60062844920618,25.738348379709077,0,0,Never taker
51.46589778920451,35.30418280502953,0,1,Denier
75.33900747445439,56.584735597864864,1,0,Complier
57.348461527187496,40.812463080607664,0,0,Never taker
48.69052489749404,35.64247856791112,0,0,Never taker
50.022737212875015,38.090988861280145,0,0,Never taker
53.7348801327641,42.7635812504604,0,0,Never taker
54.87854150634831,40.57791797891928,0,0,Never taker
39.32636510698276,24.107993562049977,0,0,Never taker
57.57583187470025,42.481210358007665,1,0,Complier
57.90696000994344,38.59188200025953,0,0,Never taker
58.98753326287158,41.81338570482696,0,0,Never taker
47.28178627621759,34.59165902297243,0,0,Never taker
57.36681839656539,43.12045489308381,1,0,Complier
72.48803937951845,56.40419390897456,1,0,Complier
66.74204115004459,49.52870159538102,1,1,Always taker
71.25915849749991,53.45529932713996,0,0,Never taker
64.9057759256294,49.01901400781041,0,0,Never taker
65.58792604335254,49.64447912390868,1,1,Always taker
51.88188489964062,39.48701120983395,0,0,Never taker
63.88055579530517,46.86860880090737,0,0,Never taker
61.8050613141722,48.2066081210215,1,1,Always taker
70.24254346639893,54.19984692240975,1,0,Complier
50.363058635697854,36.65401477154819,0,0,Never taker
42.41656869819059,30.32492854436771,0,0,Never taker
57.440152032348855,41.375103165632495,1,1,Always taker
52.137665047949845,34.95307029686811,0,0,Never taker
43.84339177541821,27.945646620355696,1,1,Always taker
52.47944349881119,35.43142367996491,0,0,Never taker
67.63929316866125,51.427542278843816,0,0,Never taker
45.773218117463365,35.85526210714814,1,1,Always taker
59.35640236299391,45.35014418059222,0,0,Never taker
33.10352805730093,22.870551995408764,0,0,Never taker
79.14654978637685,60.67134251961354,1,1,Always taker
53.32320029219087,39.66030106816489,0,0,Never taker
56.6252373974509,40.4697952068456,1,1,Always taker
76.52816907713562,59.89192132838687,0,1,Denier
55.684415440069884,43.57069204299501,0,0,Never taker
61.135514861388266,44.421274137137154,0,1,Denier
52.43930778645428,38.90621000952214,1,1,Always taker
54.53522502478243,41.83887355538581,1,1,Always taker
54.25290778320676,43.53615393271764,1,0,Complier
56.19427316488913,39.58371827838246,0,0,Never taker
69.66017474681425,52.6860479466657,0,0,Never taker
60.49302756593291,46.549643042600785,0,0,Never taker
62.376326461187936,49.8378335817834,1,1,Always taker
55.05544200135003,40.14611374046211,0,0,Never taker
63.05684520704571,44.034780516602524,1,1,Always taker
66.77363646755839,52.707198428777595,0,1,Denier
47.23367829465368,32.188454387279315,1,0,Complier
59.55735782787568,42.12369573120267,0,1,Denier
69.68775725429072,50.48916331627138,0,0,Never taker
47.539668861028645,38.538267970070244,1,0,Complier
70.7682720676495,51.73944341680183,0,0,Never taker
66.54149118948584,52.6871191865015,0,1,Denier
75.46754805622365,56.2532290226688,0,0,Never taker
60.73870219773911,47.13059603874939,0,0,Never taker
50.8922132700382,32.35380051917373,1,1,Always taker
37.057843743511924,27.48059224430773,0,0,Never taker
72.3987998912179,54.5405678511082,1,0,Complier
50.58198945180552,40.51908249878978,0,0,Never taker
61.75686753815907,46.7794662899248,0,0,Never taker
65.3924977826677,49.71420919893005,1,1,Always taker
53.32724317069137,38.03302432301327,1,0,Complier
46.79785318214493,32.797081386896465,1,1,Always taker
61.63010473125505,50.362298516538694,1,1,Always taker
55.603038254361216,41.71643964605447,0,0,Never taker
73.63237293970188,55.2484056955303,0,0,Never taker
45.0037474931271,30.458654206973296,0,0,Never taker
54.42959135575824,39.4105975288159,0,0,Never taker
58.6625904699423,45.036362350760506,0,0,Never taker
44.63535636972942,32.26758969912287,1,0,Complier
63.870628715259684,50.966907114852276,0,0,Never taker
54.599993960223955,37.65876430912637,0,0,Never taker
48.07393108921933,32.00959670766084,0,1,Denier
67.83133502932357,52.238176974204286,0,0,Never taker
68.58320030983876,51.976083121689165,1,1,Always taker
56.35240897735561,45.565279688472,0,0,Never taker
54.2759565236131,39.02585212107468,1,1,Always taker
69.60346152143705,51.72421996859007,1,1,Always taker
62.43479754269977,45.824346007700385,0,0,Never taker
70.78582876531924,50.9471354949818,0,0,Never taker
65.20376435408544,49.33162201884109,1,1,Always taker
77.3832991620247,55.169197900121446,1,0,Complier
67.9253397249393,53.1481795836718,1,0,Complier
55.986266596924,41.616785366598606,1,0,Complier
56.00450926608232,40.505281913126055,0,0,Never taker
60.761913846582495,42.171809365447665,0,1,Denier
55.669950103189024,37.020325347821405,0,0,Never taker
74.4450700736446,55.62058423060297,0,0,Never taker
56.148637702450095,34.31167093840447,0,0,Never taker
48.06201185384714,32.83536665892597,0,0,Never taker
50.86792568371732,33.79263973954323,0,0,Never taker
50.17586007186003,36.54584818783876,0,0,Never taker
69.099395019594,47.41178264548971,0,1,Denier
62.45340483101019,47.674978716275,1,1,Always taker
47.35614458015731,35.97985329067149,0,0,Never taker
58.48115078520716,40.22772810225586,1,0,Complier
50.31838850339374,34.684096942246185,1,1,Always taker
43.003228549053354,26.669267164531064,1,0,Complier
71.45163626927537,53.901773130229564,1,1,Always taker
54.5808015679381,40.199887852182115,1,1,Always taker
59.45648514922392,44.437478973811494,0,0,Never taker
49.749181134329824,35.23823685145645,0,0,Never taker
58.897946648692056,51.265604022899346,0,1,Denier
45.72661219079953,30.2918830552252,1,1,Always taker
62.74036704089445,46.97888818008354,0,1,Denier
64.02488328258973,49.91142692549785,0,0,Never taker
64.81953145187943,49.804435604323444,0,0,Never taker
46.25237824009634,36.524243671906966,1,1,Always taker
57.19873814233215,41.14662059011427,0,0,Never taker
56.04985138566517,40.12019110935611,0,0,Never taker
56.891478624920786,41.984387008811495,1,0,Complier
50.41490255572827,38.51715779204437,1,0,Complier
66.75894030698889,50.410920073415,0,1,Denier
73.18661065618379,54.04069998594265,0,1,Denier
64.61674846976364,48.59166211159375,1,0,Complier
67.67111011946221,50.790485582782864,0,0,Never taker
69.42252324527104,57.26304608642333,0,1,Denier
62.833659430594885,44.25711139693824,1,1,Always taker
52.77688451423989,42.08542816718618,1,0,Complier
50.97919868559188,43.05388613292574,0,0,Never taker
54.330053986771965,38.162004226122136,1,0,Complier
65.09327020752399,47.901045363838264,1,1,Always taker
64.53644992412214,48.13035000003536,1,0,Complier
51.22334158993298,40.605830929112294,1,0,Complier
71.78345194558393,52.004405664665214,1,1,Always taker
62.9188115643493,46.49001947066288,1,1,Always taker
60.36874503050793,45.53966103969499,0,0,Never taker
54.59699464786408,40.49733538433673,0,0,Never taker
58.58949752854952,42.060985005960596,1,1,Always taker
72.88999363863768,54.37811497205813,0,1,Denier
66.8860486003759,52.283635695353176,1,0,Complier
57.747461945028036,45.92993254598503,0,0,Never taker
46.22798185304359,30.86159589687349,0,0,Never taker
71.65837155512584,55.94837784766997,1,1,Always taker
55.23629949670022,40.86559688739157,1,1,Always taker
49.08709002908409,37.9468781766512,1,0,Complier
65.96778646232922,50.66015825695341,1,0,Complier
47.8443751889777,33.05458797846758,1,0,Complier
68.92589620860504,54.20783027105812,1,0,Complier
51.85098525323295,40.04351877633816,1,1,Always taker
47.2115312236297,34.82528280189788,0,0,Never taker
71.56439943886366,52.90726625058141,1,1,Always taker
52.022212094257185,37.6768838270292,0,0,Never taker
67.45922043711653,54.14925261432269,1,0,Complier
64.56171549899918,45.66501095322733,0,0,Never taker
50.48029615041681,36.09278373141934,1,1,Always taker
51.79242202235593,39.370526601663414,1,1,Always taker
67.41992025954374,54.03308830566349,1,1,Always taker
66.78854341287807,47.32407862787985,1,1,Always taker
59.34291934774167,43.64205126029644,0,0,Never taker
49.07764639324916,36.56057094578916,0,1,Denier
53.598510854537714,37.277161852935635,0,1,Denier
60.14799478864466,45.98220649347561,1,1,Always taker
69.73320122212289,52.93752199868739,0,0,Never taker
76.2570224717918,59.78990215378372,0,0,Never taker
66.87313081157326,49.50240580883236,1,1,Always taker
63.08052589855704,45.450667107183804,1,1,Always taker
52.740712851725185,38.26115558439135,1,1,Always taker
57.30887312197279,38.95227140628941,1,1,Always taker
58.21499487861334,44.61233136235705,0,0,Never taker
65.09284336302841,44.25042562682135,1,0,Complier
66.9590136637855,50.66316599368463,1,1,Always taker
66.74635480757655,51.221432360987684,0,0,Never taker
70.68411844067934,53.798581087963306,1,1,Always taker
49.66026022522188,34.728287339113876,0,0,Never taker
64.17210301556155,47.47663959081987,1,1,Always taker
58.9361603399198,43.37376423658495,1,0,Complier
78.56601875861395,62.219321570415715,0,0,Never taker
62.67842098177101,49.52926686962658,0,0,Never taker
57.94519956657766,40.96660267053046,0,0,Never taker
62.34973240833913,48.77555547759656,0,1,Denier
70.68342113801823,51.93294807378413,0,0,Never taker
61.62043882483091,47.04803629849844,0,0,Never taker
50.41740491465202,35.442340842134946,0,1,Denier
68.96941234564027,49.82843206688576,0,1,Denier
54.27275445965239,41.55171191262899,0,0,Never taker
57.62546539314369,43.809023206372686,0,0,Never taker
66.82086229692509,49.820550186857986,0,0,Never taker
53.732674454767455,37.74512250952383,0,0,Never taker
76.76298073963902,57.53537755396335,0,0,Never taker
64.31375480124363,48.93126662012379,0,0,Never taker
58.5071288334256,44.060262562612614,1,1,Always taker
64.78782305314137,45.879496102013405,0,0,Never taker
62.14548981168632,45.17669735000101,0,0,Never taker
59.68292740184213,46.978001001774345,0,0,Never taker
57.14975192479916,44.23941949251081,1,1,Always taker
63.367649207729166,46.68511034610095,1,0,Complier
67.31950163040462,53.48688172561246,0,1,Denier
47.32502231914145,43.1347935543707,1,1,Always taker
63.5798414018025,50.117983752550614,0,0,Never taker
59.762240386813595,44.33644577982535,0,0,Never taker
50.150212452708125,35.13670182246645,1,0,Complier
57.83834925783596,41.7636076347805,0,0,Never taker
57.6200243830497,41.28410228432344,0,0,Never taker
58.5088392712055,46.370031859804214,1,1,Always taker
64.96012824030086,49.769950161996704,0,0,Never taker
56.42361743521272,40.46222651770676,1,1,Always taker
58.630084985023075,43.83909883285022,0,0,Never taker
64.11309911621677,47.53430426015862,1,1,Always taker
56.0286015038599,42.680658680160086,0,0,Never taker
83.46516676399808,66.34810277470338,1,1,Always taker
71.6293429627612,53.45825686142516,1,0,Complier
64.1650168523301,48.71756479764379,1,1,Always taker
65.28045729886566,49.098463726088156,1,1,Always taker
56.295535447909614,43.355543945220234,0,1,Denier
62.83936395724642,46.582858213769526,0,0,Never taker
61.023511622064305,47.69001958889442,0,1,Denier
60.54174682414694,42.52427891120599,0,1,Denier
70.56734196384777,52.829576557251976,1,1,Always taker
47.1389218403959,35.330220512196284,1,0,Complier
63.16693773926382,48.3743902602138,1,1,Always taker
56.624929760296894,37.614878757549214,0,0,Never taker
49.73930878799456,38.12353666752148,1,1,Always taker
51.50287081244244,35.830253144130104,1,1,Always taker
53.74802575573126,39.337044438078756,0,0,Never taker
57.15123950546274,41.869514971585616,0,0,Never taker
57.30241020233028,36.80130562374492,0,0,Never taker
52.862322432714244,39.83804035311897,0,0,Never taker
56.84990342274517,37.17050010435074,1,1,Always taker
56.86781061325881,44.08416718961671,0,0,Never taker
65.5358734535887,51.73407704888304,1,1,Always taker
60.57894972257371,45.89300963632776,0,1,Denier
65.89876787918848,46.75962013609448,0,0,Never taker
51.42768585417402,37.39206997427656,0,0,Never taker
54.0869787022139,39.72758124462531,1,1,Always taker
60.350882483676926,46.329490256261636,0,0,Never taker
63.138765540824934,48.20352830054994,0,0,Never taker
42.93722298451504,31.099922911840828,0,0,Never taker
38.929696052051916,26.822604706997577,1,0,Complier
69.71603812748099,57.339065548368,1,0,Complier
68.32569338994386,53.19505196772904,0,0,Never taker
86.65985131042999,60.87736110318182,0,0,Never taker
50.967295243131254,36.502768116120215,0,0,Never taker
63.66032919084427,47.49976015832041,0,0,Never taker
50.86769059035217,37.071147147601,1,1,Always taker
55.8502445430938,38.370871328253955,0,0,Never taker
60.947131996107366,46.64677531881949,0,0,Never taker
50.602459396778805,35.41923633859419,0,0,Never taker
64.43823673637122,49.92357818946561,0,0,Never taker
60.23624851086265,44.0990039330011,1,0,Complier
56.39606061113045,42.91699506749595,0,0,Never taker
55.0090598705817,38.02288426889904,0,0,Never taker
62.32242970553493,46.0992370832705,0,0,Never taker
65.46349586539074,47.71003724102121,1,1,Always taker
55.38093464724447,38.0983672815932,0,0,Never taker
47.413482068276906,35.588345057701055,0,1,Denier
59.711107147687486,45.50002172995485,1,1,Always taker
55.83092472043108,38.16222549520552,0,0,Never taker
56.54731622961879,41.15216733259077,0,1,Denier
74.51330652427049,58.501802344933964,1,0,Complier
58.20008595389386,42.4763567871262,1,0,Complier
73.34880596787683,57.645061003507706,1,0,Complier
67.84830027343409,51.74762198079951,1,0,Complier
58.24234492961223,43.22048522847417,0,1,Denier
68.38239511177879,54.8028340780183,1,1,Always taker
60.420101895658235,44.94121041977383,1,1,Always taker
51.49082618680276,38.181081783441314,0,0,Never taker
63.02108378176408,47.14314263548323,1,1,Always taker
64.9299057842354,46.91184743945663,1,0,Complier
57.126195224073214,42.869947394515975,0,0,Never taker
54.26490163765152,39.48035053985343,1,1,Always taker
51.09130428164829,35.75501695784517,0,0,Never taker
61.32768404083659,45.35530854508034,0,0,Never taker
63.491381425854385,47.50514742281561,1,0,Complier
59.12122619244502,38.8953772603389,0,0,Never taker
59.14743184338355,42.75718318910764,1,1,Always taker
64.85925438518537,51.55334312274216,1,1,Always taker
58.931871962306786,42.10977333670635,1,1,Always taker
51.90717476737124,38.27482658102776,1,1,Always taker
71.25630938692194,55.25306110236438,1,0,Complier
59.18504609917587,40.84376383303338,0,0,Never taker
41.52964456160545,27.239791041110514,1,1,Always taker
66.61648707943864,51.05949457893092,1,0,Complier
60.56087840491952,47.679130627813954,0,0,Never taker
63.350594466491664,50.20447000813447,0,0,Never taker
47.50018584771449,36.81721722139656,1,1,Always taker
58.739094005991554,40.191752077762345,1,1,Always taker
57.43729885645682,42.57935437240561,0,0,Never taker
60.38141750395687,43.68250291265332,1,1,Always taker
62.32729694779457,47.970551118699156,0,0,Never taker
56.76143336556894,37.28557410181428,1,0,Complier
59.13858933097421,45.3932171859134,1,1,Always taker
59.08372449244786,43.878492016725325,0,0,Never taker
51.75883629608705,40.17328835897355,0,1,Denier
51.51507279504903,40.709031900659376,0,0,Never taker
63.757469990877695,48.79373002691073,0,0,Never taker
43.14767775816982,30.99536898016022,0,0,Never taker
71.13409859713093,54.229187693603535,1,0,Complier
50.39606676825356,34.25011712114193,0,0,Never taker
63.694682952894254,53.92803386002476,0,0,Never taker
59.46833980744552,44.90444391815821,0,0,Never taker
73.2341634165138,57.850132095357694,0,0,Never taker
74.16812059399551,56.6947052706147,1,1,Always taker
62.46298267315789,46.596059595899604,0,0,Never taker
58.46413717113915,41.109967174373374,0,1,Denier
52.91364240023525,43.443312216113085,1,1,Always taker
57.361416107474334,41.3645308073791,0,1,Denier
41.24189312167966,28.770537026472653,1,0,Complier
70.0024546688772,51.76503807508619,0,0,Never taker
54.60028860208532,39.62038527298494,0,1,Denier
59.18529008298695,43.405198854197316,0,1,Denier
61.599991229012616,46.0454374864605,1,1,Always taker
60.926067755436996,47.26356342282385,0,0,Never taker
63.37302970338589,48.59971517025349,1,0,Complier
53.83227261635157,41.44265910357601,1,1,Always taker
62.86600353029792,43.7227694769784,0,0,Never taker
54.26432402295708,44.34010464820106,1,1,Always taker
47.78191733219328,37.026872316087726,1,0,Complier
54.11917786591097,41.5342841061551,1,1,Always taker
43.85416489280748,30.319780045562382,0,0,Never taker
63.69341607567772,49.982787391238695,0,1,Denier
61.72563836962722,48.70235432187586,0,1,Denier
59.29494671319529,45.43014140912373,1,1,Always taker
40.422819414042735,26.304862984825885,1,0,Complier
43.802240400998954,29.189895897348478,0,0,Never taker
48.78904151160646,34.951886798963045,1,0,Complier
57.558611781690274,41.262869900319416,1,1,Always taker
56.202908070572256,38.02852085022994,0,0,Never taker
56.65094159002656,43.04025425803202,0,0,Never taker
55.049666528884586,41.25868754350292,0,1,Denier
70.6256496162244,53.18024283702339,1,0,Complier
62.2504725480522,45.749186366304535,1,0,Complier
53.15987581521665,40.39278932548637,0,0,Never taker
62.17022955043295,48.884521650132996,0,0,Never taker
54.379787791775556,36.97104497191827,0,1,Denier
51.73200731066852,37.87260772152242,0,0,Never taker
51.93434896723564,36.172737475181066,1,0,Complier
58.2150404875257,39.81689747931101,0,0,Never taker
57.31729016485206,42.83468817114365,1,1,Always taker
61.786308785751686,47.3792999747707,0,0,Never taker
62.66546566975895,52.66291405622582,0,0,Never taker
62.259854579835256,49.014071684295004,1,1,Always taker
57.270172724089186,43.149116729523826,0,1,Denier
43.12085764217633,28.991239805766313,0,0,Never taker
66.39222065742409,49.561129349929736,0,1,Denier
73.81092898833576,56.11679245657991,0,0,Never taker
47.979213682091334,35.17431549403517,0,0,Never taker
64.51196396516701,51.3798018571464,0,0,Never taker
58.35184735866386,44.06416045324152,0,0,Never taker
63.11141973222775,46.35195804283142,0,0,Never taker
44.398356555093635,32.19747648429773,0,0,Never taker
59.58080669762155,45.224246061442194,1,1,Always taker
58.516027400814046,41.74835519801648,0,1,Denier
62.50724518270126,48.55848698912666,1,1,Always taker
45.3983922980024,32.61718314252595,0,0,Never taker
46.387850529006364,36.73487079391932,0,0,Never taker
60.32122355825627,45.139323351051885,1,1,Always taker
73.09297583897578,57.2298251982619,1,0,Complier
58.4408509298744,43.66430154069042,1,0,Complier
58.131575049500974,41.41397167350088,1,0,Complier
68.14272814637363,52.18447493692654,1,1,Always taker
55.395346895487414,35.88604361517914,1,1,Always taker
62.43146153950417,44.471943740691415,0,0,Never taker
65.20096028979938,49.315353880314454,0,1,Denier
49.58070086060944,35.8872414493008,0,0,Never taker
